Timestamp,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Start Flag
1733488850,-0.255126953,0.942016602,0.056884766,-2.44140625,-9.826660156,5.676269054,2
1733488850,-0.032958984,0.998168945,0.073852539,5.187987804,7.263183117,-7.202147961,2
1733488850,-0.072387695,0.96875,0.118652344,-0.183105454,-5.554198742,4.455566406,2
1733488850,-0.201904297,0.939208984,0.104125977,-0.427246064,-2.746581793,-7.446288586,2
1733488850,-0.051269531,0.994384766,0.079589844,-1.770019412,1.037597656,-10.37597561,2
1733488850,0.052734375,0.990356445,0.112182617,-2.62451148,-1.403808475,2.563476324,2
1733488850,-0.108032227,0.956054688,0.111572266,-2.075195313,1.281738162,-0.366210908,2
1733488850,-0.088134766,0.975585938,0.084228516,-2.380371094,-3.356933355,-5.554198742,2
1733488850,0.014404297,0.987792969,0.109863281,-1.159667969,1.708984256,-3.845214605,2
1733488850,-0.08203125,0.962158203,0.100830078,-0.97656244,-3.845214605,0,2
1733488850,-0.052490234,0.972900391,0.088745117,-4.577636719,-3.60107398,0.610351563,2
1733488851,-0.014526367,0.97644043,0.091186523,-3.906249762,9.948730469,-3.845214605,2
1733488851,-0.128173828,0.970703125,0.051147461,-5.981444836,-2.990722418,-1.220703125,2
1733488851,0.232543945,1.001464844,0.110839844,-12.02392483,-15.44189358,19.22607422,2
1733488851,-0.113891602,0.985351563,0.088012695,3.60107398,-19.16503906,-18.49365234,2
1733488851,0.080810547,0.999755859,0.039428711,8.239746094,-28.07616997,-26.06200981,2
1733488851,0.585327148,1.008056641,0.190429688,12.69531155,-15.80810452,-57.55614853,2
1733488851,0.385620117,0.698730469,0.216918945,35.94970703,73.36425781,-67.44384766,2
1733488851,0.168701172,0.962036133,0.047119141,9.643554688,21.85058403,-31.12792778,2
1733488851,0.350952148,1.046630859,0.151123047,-6.347655773,-55.3588829,-4.39453125,2
1733488852,0.7734375,0.890258789,0.261474609,-13.30566311,13.36669827,-27.40478325,2
1733488852,0.459228516,0.861816406,0.142333984,-4.760742188,19.47021484,-6.042479992,2
1733488852,0.352905273,0.908813477,0.062255859,-4.211425781,16.11328125,0.793456972,2
