Timestamp,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Start Flag
1733316832,0.45300293,0.653686523,-0.587524414,-7.324218273,-0.549316406,2.014160156,0
1733316832,0.483520508,0.658447266,-0.608032227,2.258300781,2.075195313,2.929687262,0
1733316832,0.412841797,0.638305664,-0.564086914,2.075195313,0.732421815,7.263183117,0
1733316832,0.379394531,0.635986328,-0.561645508,-9.521484375,3.723144293,11.65771389,0
1733316832,0.380493164,0.669921875,-0.639892578,-2.929687262,6.591796398,8.483886719,0
1733316833,0.349975586,0.694580078,-0.574462891,-5.310058117,13.79394436,10.00976563,0
1733316833,0.297607422,0.670654297,-0.62512207,4.272460938,-7.751464367,4.455566406,0
1733316833,0.32043457,0.662231445,-0.635986328,-0.24414061,2.563476324,2.136230469,0
1733316833,0.331787109,0.672607422,-0.634887695,2.502441406,1.342773318,3.906249762,0
1733316833,0.432495117,0.883422852,-0.860839844,7.080077648,-5.798339367,-3.173827887,0
1733316833,0.475585938,1.254760742,-1.125366211,19.47021484,-101.6845627,-120.8496017,0
1733316833,0.282348633,0.834838867,-0.732543945,80.81053925,-174.4384613,-173.7670746,0
1733316833,0.410644531,0.03918457,-0.028930664,78.30810547,-137.878418,-91.67479706,0
1733316834,0.952636719,-0.272949219,0.103393555,24.47509575,-22.46093559,-107.8491135,0
1733316834,0.970092773,-0.354736328,0.264404297,-15.38085842,-53.71093369,-62.98827744,0
1733316834,0.757324219,-0.401855469,0.390380859,17.02880859,-57.37304306,-13.61083889,0
1733316834,0.638671875,-0.568359375,0.446166992,33.14208984,8.117675781,11.53564358,0
1733316834,0.787353516,-0.514404297,0.353881836,-12.87841702,32.77587891,36.92626953,0
1733316834,0.700561523,-0.370849609,0.241943359,-21.48437309,24.53613091,78.79638672,0
1733316834,0.860473633,-0.068969727,0.145385742,-37.65869141,47.91259384,106.9335861,0
1733316834,1.077392578,0.843261719,-0.28125,-5.981444836,93.44481659,109.2529221,0
1733316834,0.743774414,0.706787109,-0.235107422,-0.793456972,44.6166954,91.24755096,0
1733316835,0.651123047,0.643676758,-0.348510742,-34.54589844,35.82763672,51.26952744,0
1733316835,0.698364258,0.942871094,-0.430908203,-37.53662109,43.94530869,31.31103325,0
1733316835,0.451293945,0.816772461,-0.431518555,5.859374523,-12.7563467,3.11279273,0
1733316835,0.58215332,0.638671875,-0.390869141,-3.60107398,-7.324218273,-3.479003668,0
1733316835,0.606811523,0.678955078,-0.422363281,9.582519531,-13.48876858,-9.521484375,0
1733316835,0.614379883,0.61730957,-0.376464844,-2.197265625,-2.929687262,1.831054568,0
1733316835,0.58996582,0.633300781,-0.392700195,-8.7890625,1.281738162,2.746581793,0
1733316835,0.594116211,0.663452148,-0.400390625,-3.967284918,2.136230469,2.746581793,0
1733316836,0.603881836,0.672241211,-0.406494141,-2.868652105,0.793456972,-0.48828122,1
1733316836,0.550537109,0.674926758,-0.419677734,4.089355469,-4.211425781,-2.502441406,1
1733316836,0.574707031,0.637329102,-0.406982422,1.464843631,-2.929687262,-0.610351563,1
1733316836,0.576293945,0.653198242,-0.41027832,-1.892089725,0.97656244,5.676269054,1
1733316836,0.561889648,0.655151367,-0.411621094,-6.958007336,3.479003668,6.591796398,1
1733316836,0.570556641,0.723876953,-0.472900391,-5.249022961,-3.60107398,-2.014160156,1
1733316836,0.548706055,0.631591797,-0.414672852,-4.272460938,-1.037597656,-3.845214605,1
1733316836,0.617797852,0.605834961,-0.416381836,-0.97656244,5.310058117,6.408690929,1
1733316836,0.681640625,0.877807617,-0.668457031,7.019042492,-13.30566311,-8.422851563,1
1733316837,0.684204102,1.430541992,-0.875,23.43749809,-58.7158165,-116.0888596,1
1733316837,0.596557617,0.876831055,-0.401000977,28.56445122,-105.5908127,-160.5224609,1
1733316837,0.589355469,-0.177856445,0.198364258,81.78710175,-36.98730469,-93.07860565,1
1733316837,0.836669922,-0.259887695,0.173461914,3.479003668,-25.20751762,-78.30810547,1
1733316837,0.764404297,-0.396850586,0.351318359,3.967284918,-27.70995903,-63.598629,1
1733316837,0.560180664,-0.658569336,0.456298828,15.07568264,-8.422851563,-16.72363281,1
1733316837,0.593017578,-0.572021484,0.400146484,7.385253429,19.40917969,28.38134575,1
1733316837,0.719360352,-0.483154297,0.291015625,-15.31982327,27.58788872,51.94091415,1
1733316838,0.807739258,-0.316650391,0.217285156,-31.31103325,35.64453125,95.64208221,1
1733316838,0.990478516,0.176025391,0.036987305,-25.45165825,74.52392578,117.3095627,1
1733316838,0.875610352,0.924682617,-0.239135742,-5.065917492,120.7885666,131.1645508,1
