Timestamp	Accel X	Accel Y	Accel Z	Gyro X	Gyro Y	Gyro Z	Start Flag							
66	-0.038696289	0.967651367	0.122924805	0.427246064	0.183105454	-2.014160156	2							
67	-0.107543945	0.955932617	0.127685547	-2.258300781	0.183105454	-0.732421815	2							
68	-0.104370117	0.970214844	0.102294922	-0.122070305	-0.610351563	-0.793456972	2							
69	-0.05859375	0.979248047	0.103637695	0.427246064	1.037597656	-0.915527284	2							
70	-0.050170898	0.974243164	0.110473633	-0.48828122	-1.708984256	-7.690429211	2							
71	-0.06640625	0.947021484	0.121826172	-3.417968512	-35.88867188	-52.8564415	2							
72	0.046386719	1.028564453	0.008178711	-5.310058117	-67.19970703	-64.453125	2							
73	-0.288696289	0.978149414	-0.123046875	15.62499905	11.29150295	-72.75390625	2							
74	0.339355469	1.014648438	0.167236328	-41.07665634	-56.82372665	-12.93945217	2							
75	0.611083984	0.854614258	0.268676758	-19.28710938	2.563476324	-20.32470512	2							
76	0.452758789	0.916503906	-0.016113281	17.63916016	18.18847656	-7.568358898	2							
77	0.226928711	0.940185547	-0.010253906	-7.934569836	-3.234863043	2.44140625	2							
78	0.362060547	0.909667969	0.054321289	-10.00976563	14.1601553	13.12255764	2							
79	0.238769531	0.947875977	0.009643555	-17.27294922	4.943847656	32.28759766	2							
80	0.198730469	0.980224609	-0.124389648	11.53564358	33.75244141	57.3120079	2							
81	0.196899414	1.011474609	0.059448242	31.24999809	22.33886528	122.13134	2							
82	-0.173461914	0.867919922	0.241333008	19.77539063	26.36718559	30.39550591	2							
83	-0.1484375	0.895751953	0.261474609	1.953124881	8.30078125	5.065917492	2							
84	-0.20300293	0.955322266	0.119995117	8.117675781	9.094238281	0.24414061	2							
85	-0.111938477	0.951782227	0.161499023	-1.403808475	-1.159667969	0.97656244	2							
86	-0.187011719	0.930297852	0.153564453	-4.089355469	4.699707031	-6.958007336	2							
87	-0.162353516	0.950439453	0.134155273	-1.586913943	2.014160156	-7.934569836	2							
88	-0.056762695	0.97253418	0.140380859	-3.845214605	-6.347655773	3.906249762	3							
89	-0.151245117	0.969116211	0.105712891	1.892089725	3.479003668	-5.126952648	3							
90	-0.124023438	0.958862305	0.136230469	-0.366210908	-0.793456972	-0.793456972	3							
91	-0.11315918	0.976806641	0.112670898	-0.183105454	1.831054568	-3.723144293	3							
92	-0.127441406	0.953735352	0.13659668	-0.915527284	0.915527284	-1.953124881	3							
93	-0.110107422	0.955566406	0.144775391	-2.990722418	-1.525878787	0.793456972	3							
94	-0.143310547	0.969238281	0.113037109	-4.150390625	-1.525878787	-3.234863043	3							
95	-0.098632813	0.966430664	0.123046875	-0.061035153	2.563476324	-3.723144293	3							
96	-0.057373047	0.965454102	0.140991211	-0.427246064	-0.24414061	-1.6479491	3							
97	-0.120605469	0.979125977	0.101928711	-0.732421815	1.098632813	-2.319335938	3							
98	-0.072387695	0.97265625	0.125610352	-0.122070305	0.061035153	1.037597656	3							
99	-0.110351563	0.953979492	0.135620117	-0.061035153	0.793456972	-0.732421815	3							
100	-0.098510742	0.964233398	0.118896484	-0.122070305	-4.333496094	-3.662109137	3							
101	-0.083374023	0.94921875	0.118896484	-5.249022961	-24.78027153	-45.47118759	3							
102	0.242919922	1.014282227	0.112915039	-3.784179449	-48.15673447	-63.90380478	3							
103	0.643066406	0.923583984	0.223144531	-6.896972179	-31.86034966	-67.3828125	3							
104	0.171508789	1.071166992	-0.032348633	9.826660156	-17.02880859	-27.03857231	3							
105	0.39831543	0.976318359	0.349853516	-44.00634384	-40.22216415	-16.47949219	3							
106	0.764648438	0.884277344	0.164428711	-2.929687262	15.19775295	-7.751464367	3							
107	0.672729492	0.85534668	0.176513672	17.82226563	25.45165825	-11.90185452	3							
108	0.533081055	0.935668945	0.003417969	-10.49804592	-3.11279273	3.60107398	3							
109	0.278320313	0.943115234	-0.051147461	-7.934569836	14.83154202	13.97704983	3							
110	0.369995117	0.92565918	0.105957031	-9.216308594	14.03808498	37.78076172	3							
111	0.264160156	0.986938477	-0.018432617	16.90673828	23.43749809	69.64111328	3							
112	0.172485352	0.96484375	0.029052734	27.83202934	7.385253429	112.6708908	3							
113	-0.075927734	0.939819336	0.084228516	19.28710938	31.31103325	26.67236137	3							
114	0.0703125	1.098266602	0.008422852	1.464843631	-3.356933355	19.34814453	3							
115	-0.119140625	0.904174805	0.231323242	3.906249762	9.216308594	-5.859374523	3							
116	-0.149414063	0.995361328	0.101318359	-1.6479491	-1.586913943	-1.586913943	3							
117	-0.161621094	0.936889648	0.160888672	-2.868652105	0.732421815	0.122070305	3							
118	-0.072143555	0.992553711	0.122070313	-0.48828122	1.525878787	-2.502441406	4							
119	-0.146850586	0.942871094	0.155883789	-2.197265625	1.342773318	-1.525878787	4							
120	-0.103393555	0.968383789	0.141723633	-3.479003668	1.770019412	-4.39453125	4							
121	-0.142822266	0.96875	0.116088867	-0.305175781	0.366210908	-7.995604992	4							
122	-0.127929688	0.96472168	0.12487793	-0.732421815	2.319335938	-6.408690929	4							
123	-0.108886719	0.965820313	0.131835938	-0.97656244	-0.305175781	-0.915527284	4							
124	-0.150390625	0.962158203	0.122070313	0.671386659	2.075195313	-1.403808475	4							
125	-0.082641602	0.971557617	0.130737305	0.183105454	1.953124881	-4.028320313	4							
126	-0.074584961	0.978027344	0.124267578	-1.098632813	0	-0.061035153	4							
127	-0.130737305	0.965698242	0.123413086	-0.183105454	0.061035153	-0.183105454	4							
128	-0.084350586	0.968139648	0.126953125	-0.061035153	-2.929687262	-3.11279273	4							
129	-0.127685547	0.937011719	0.120361328	-3.662109137	-19.95849609	-27.77099419	4							
130	0.04699707	0.945922852	0.133544922	-15.99120998	-27.77099419	-76.78222656	4							
131	-0.44543457	0.922363281	0.046142578	26.916502	34.48486328	-86.79198456	4							
132	0.567504883	0.795898438	0.30847168	18.49365234	-34.1796875	-55.786129	4							
133	-0.004272461	0.994262695	-0.142211914	6.164550304	29.17480278	-32.95898438	4							
134	0.342041016	0.871337891	0.144165039	-40.0390625	-30.39550591	0.854492128	4							
135	0.511474609	0.861206055	0.08215332	-8.7890625	9.094238281	-2.014160156	4							
136	0.379516602	0.864013672	0.092407227	-17.70019531	22.64404106	4.089355469	4							
137	0.428710938	0.891113281	0.030029297	4.516601563	-8.7890625	11.7797842	4							
138	0.371459961	0.921264648	0.001098633	-9.094238281	11.71874905	32.71484375	4							
139	0.180053711	0.961547852	-0.036376953	0.305175781	-0.854492128	62.1948204	4							
140	0.042358398	0.997802734	-0.033691406	17.02880859	2.075195313	87.7075119	4							
141	-0.026489258	1.007568359	0.023681641	48.88915634	52.55126572	83.92333221	4							
142	-0.35546875	0.872070313	0.182617188	6.042479992	-1.464843631	-34.30175781	4							
143	-0.147460938	0.92590332	0.174560547	14.52636623	2.990722418	-8.483886719	4							
144	-0.083984375	0.916870117	0.232177734	-2.807616949	10.2539053	-4.333496094	4							
145	-0.131591797	0.957763672	0.143676758	2.075195313	-2.319335938	-0.427246064	4							
146	-0.104858398	0.973022461	0.14465332	-3.723144293	-0.854492128	0.854492128	4							
147	-0.090698242	0.977905273	0.125610352	-0.24414061	-1.403808475	-1.892089725	5							
148	-0.087280273	0.971679688	0.137084961	-1.342773318	1.770019412	-0.427246064	5							
149	-0.072265625	0.971679688	0.139892578	0.732421815	-1.159667969	-1.403808475	5							
150	-0.109008789	0.963134766	0.141479492	0.366210908	1.220703125	-2.990722418	5							
151	-0.071655273	0.965576172	0.151000977	-0.915527284	0.24414061	-3.173827887	5							
152	-0.095092773	0.967163086	0.140380859	-2.563476324	-0.610351563	0.915527284	5							
153	-0.102783203	0.970947266	0.129516602	-0.122070305	0.671386659	0.366210908	5							
154	-0.088623047	0.963500977	0.145263672	0.305175781	-1.403808475	-1.6479491	5							
155	-0.10546875	0.96875	0.1328125	-0.854492128	-0.671386659	1.098632813	5							
156	-0.069213867	0.978027344	0.13269043	-0.061035153	-0.366210908	-4.150390625	5							
